Label (Grouping),"Arkansas County, Arkansas","Ashley County, Arkansas","Baxter County, Arkansas","Benton County, Arkansas","Boone County, Arkansas","Bradley County, Arkansas","Calhoun County, Arkansas","Carroll County, Arkansas","Chicot County, Arkansas","Clark County, Arkansas","Clay County, Arkansas","Cleburne County, Arkansas","Cleveland County, Arkansas","Columbia County, Arkansas","Conway County, Arkansas","Craighead County, Arkansas","Crawford County, Arkansas","Crittenden County, Arkansas","Cross County, Arkansas","Dallas County, Arkansas","Desha County, Arkansas","Drew County, Arkansas","Faulkner County, Arkansas","Franklin County, Arkansas","Fulton County, Arkansas","Garland County, Arkansas","Grant County, Arkansas","Greene County, Arkansas","Hempstead County, Arkansas","Hot Spring County, Arkansas","Howard County, Arkansas","Independence County, Arkansas","Izard County, Arkansas","Jackson County, Arkansas","Jefferson County, Arkansas","Johnson County, Arkansas","Lafayette County, Arkansas","Lawrence County, Arkansas","Lee County, Arkansas","Lincoln County, Arkansas","Little River County, Arkansas","Logan County, Arkansas","Lonoke County, Arkansas","Madison County, Arkansas","Marion County, Arkansas","Miller County, Arkansas","Mississippi County, Arkansas","Monroe County, Arkansas","Montgomery County, Arkansas","Nevada County, Arkansas","Newton County, Arkansas","Ouachita County, Arkansas","Perry County, Arkansas","Phillips County, Arkansas","Pike County, Arkansas","Poinsett County, Arkansas","Polk County, Arkansas","Pope County, Arkansas","Prairie County, Arkansas","Pulaski County, Arkansas","Randolph County, Arkansas","St. Francis County, Arkansas","Saline County, Arkansas","Scott County, Arkansas","Searcy County, Arkansas","Sebastian County, Arkansas","Sevier County, Arkansas","Sharp County, Arkansas","Stone County, Arkansas","Union County, Arkansas","Van Buren County, Arkansas","Washington County, Arkansas","White County, Arkansas","Woodruff County, Arkansas","Yell County, Arkansas"
Median income (dollars),"30,316","31,758","29,106","40,281","29,988","24,821","28,438","27,924","22,024","28,845","25,345","31,531","32,405","27,640","31,209","32,425","32,871","30,109","29,362","26,608","24,121","28,627","38,204","30,848","25,529","31,724","37,182","30,828","28,622","31,543","28,699","31,920","25,670","25,081","31,327","27,910","24,831","27,139","20,510","29,607","29,417","28,344","40,314","27,895","26,737","30,951","27,479","22,632","28,421","26,962","24,756","29,341","31,083","22,231","27,695","26,558","25,180","32,069","29,990","38,120","27,583","26,146","42,569","26,412","21,397","33,889","30,144","25,152","22,209","29,809","27,004","34,691","32,203","22,099","28,916"
