COUNTY,FIPS,DMG,DMGCPI,County_low,DMG2000,DMGCP2000,COUNT2000,DMG2010,DMGCP2010,COUNT2010,DMG2020,DMGCP2020,COUNT2020,POP2000,PNW2000,MICPI2000,POP2010,PNW2010,MICPI2010,POP2020,PNW2020,MICPI2020,AGPER,FORPER,URBPER,WATPER,ELEV,TMP2000,PCP2000,TMP2010,PCP2010,TMP2020,PCP2020,DMGPOP2000,DMGPOP2010,DMGPOP2020,DPC2000,DPC2010,DPC2020
DREW,69,0.0,0.0,Drew,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,18723.0,26.74,52089.0,18509.0,31.17,46869.0,17350.0,34.92,52522.0,18.51486748915528,39.51262289107808,4.358558672119191,0.5633836310125028,58.01638700599264,291.18181348371394,0.1097855507329815,291.29908984495177,0.1073651373500007,291.92845916961653,0.1245875353665282,0.0,0.0,0.0,0.0,,0.0
FAULKNER,32,10500000.0,15297286.871360922,Faulkner,0.0,0.0,5.0,10500000.0,15297286.871360922,2.0,0.0,0.0,1.0,86014.0,11.7,69515.0,113237.0,15.73,65193.0,123498.0,23.81,66308.0,40.6862473012936,38.53676252620854,11.133860724646777,2.47280423247681,123.9004801566008,289.4575386294401,0.0990849245357059,289.62154708570944,0.1017535102808374,290.1514278009179,0.115805024131899,0.0,177.84647698468763,0.0,0.0,88.92323849234381,0.0
FRANKLIN,20,860000.0,1148104.6932861207,Franklin,0.0,0.0,2.0,810000.0,1086925.0312057552,3.0,50000.0,61179.6620803655,2.0,17771.0,2.3,56130.0,18125.0,4.99,46158.0,17097.0,10.12,45959.0,35.114160915795544,53.92576717924344,4.999785048511756,1.8555011565387347,257.1527402161944,288.55546423084684,0.1025608243413154,288.7699002522581,0.0968108453594014,289.3358010861384,0.115834352827691,0.0,61.16285134239802,3.5783858033786924,0.0,20.387617114132674,1.7891929016893462
FULTON,6,50025000.0,73221018.50190341,Fulton,0.0,0.0,2.0,50025000.0,73221018.50190341,2.0,0.0,0.0,0.0,11642.0,0.0,46452.0,12245.0,3.17,44048.0,12075.0,6.84,43161.0,34.446059764540216,54.39580258884642,5.123837214102714,0.5548770618879545,228.11566651566943,288.0709146602161,0.0892892708508218,288.16678776635064,0.0928731050669056,288.7607013643767,0.1052649662571972,0.0,6289.384856717352,0.0,0.0,3144.692428358676,
GARLAND,42,800000.0,1055900.348926751,Garland,0.0,0.0,3.0,800000.0,1055900.348926751,2.0,0.0,0.0,1.0,88068.0,10.88,57724.0,96024.0,13.6,53039.0,100180.0,21.3,58916.0,6.925240922707722,67.28242938324942,11.61590500286228,7.671830946625252,213.58195085026765,289.7814683005442,0.0983676091003673,289.9195403464512,0.1011658812498984,290.52794870704537,0.1128515512826907,0.0,11.98960290828395,0.0,0.0,5.994801454141975,0.0
GRANT,55,75000.0,99143.04770429332,Grant,0.0,0.0,4.0,75000.0,99143.04770429332,1.0,0.0,0.0,3.0,16464.0,2.32,67655.0,17853.0,5.11,74265.0,17958.0,9.21,72254.0,5.142072135420174,49.32498172031993,5.762619128128346,0.2845834701579637,82.39188040461583,290.50949764130786,0.0994799710210694,290.6798420517488,0.102896739808218,291.2548331266859,0.117931479355665,0.0,6.0218080481227725,0.0,0.0,6.0218080481227725,0.0
GREENE,18,8711000.0,13366824.899197543,Greene,2111000.0,3706078.670036391,2.0,6600000.0,9660746.229161153,1.0,0.0,0.0,1.0,37331.0,1.63,56094.0,42090.0,3.59,55004.0,45736.0,10.27,61281.0,66.50162241247587,18.95760427457889,6.828560221334184,1.709956235129777,94.32004885957004,288.9373379721587,0.0949665461921247,289.07523632742954,0.0966823717243112,289.59055635264644,0.1130243369667639,99.27616913654579,258.7861624162533,0.0,49.638084568272895,258.7861624162533,0.0
HEMPSTEAD,60,40050000.0,72878745.31693673,Hempstead,40050000.0,72878745.31693673,5.0,0.0,0.0,0.0,0.0,0.0,0.0,23587.0,36.55,52080.0,22609.0,40.59,51404.0,20065.0,45.15,55654.0,25.797459153028136,45.68062748411676,5.267641154992487,1.8078590774943024,105.84318109918816,290.8815720616208,0.1085450674868764,291.05669934010075,0.1052715143694441,291.6388752192197,0.1245033910153938,3089.7844285808596,0.0,0.0,617.9568857161719,,
HOT SPRING,54,100000.0,132190.7302723911,Hot Spring,0.0,0.0,3.0,100000.0,132190.7302723911,1.0,0.0,0.0,1.0,30353.0,11.02,57395.0,32923.0,14.41,53480.0,33040.0,19.72,56762.0,13.124852918176982,64.26789083924682,6.928091840184749,1.2569180116401402,134.97925752764226,290.2279977687989,0.0998263303391796,290.38727246683953,0.1037486230435682,290.97552908930936,0.1177097691606158,0.0,4.355112518445989,0.0,0.0,4.355112518445989,0.0
HOWARD,51,40050000.0,72878745.31693673,Howard,40050000.0,72878745.31693673,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14300.0,25.78,52220.0,13789.0,28.25,49742.0,12785.0,36.14,46543.0,21.701651952673952,50.85774327189523,6.5015525116493045,1.3696985235246877,177.56351201584835,290.199971283109,0.1073823576840741,290.3328876251724,0.1080126803396119,290.9522706841171,0.1265586377825691,5096.415756429142,0.0,0.0,1019.2831512858284,,
INDEPENDENCE,16,50300000.0,73585576.74239779,Independence,0.0,0.0,4.0,50300000.0,73585576.74239779,3.0,0.0,0.0,1.0,34233.0,3.6,58081.0,36647.0,8.07,49845.0,37938.0,15.37,59922.0,40.20905752484873,47.20072363853314,5.741393029877028,1.239052518786573,139.1030066060727,289.00599290304376,0.0937107763207714,289.11503794781896,0.0954838984393025,289.645136644546,0.111254950354793,0.0,2149.5509228638384,0.0,0.0,716.5169742879461,0.0
IZARD,15,50235000.0,73498354.3633504,Izard,0.0,0.0,2.0,50235000.0,73498354.3633504,3.0,0.0,0.0,0.0,13249.0,1.37,46708.0,13696.0,4.22,45595.0,13577.0,9.36,52392.0,25.586624633303927,62.57666791671591,5.473721537101556,0.6857420835660434,203.36785701962123,288.4634955147923,0.0885619648403605,288.5664294862609,0.0914399913799385,289.1448109219337,0.1036585535488276,0.0,5547.4642888784365,0.0,0.0,1849.1547629594788,
JACKSON,25,35300000.0,51627105.553979196,Jackson,0.0,0.0,5.0,35300000.0,51627105.553979196,2.0,0.0,0.0,0.0,18418.0,17.81,45637.0,17997.0,20.19,39753.0,16755.0,23.07,46356.0,76.12788750574798,6.468696935707446,4.834756375258306,1.436952163949363,77.44474496057813,289.4447343874166,0.0941244696475311,289.5931784173019,0.0949516409962589,290.06677500639364,0.112525097669851,0.0,2803.07881170481,0.0,0.0,1401.539405852405,
JEFFERSON,56,300000.0,396107.76417363685,Jefferson,0.0,0.0,4.0,300000.0,396107.76417363685,2.0,0.0,0.0,2.0,84278.0,51.24,57002.0,77435.0,58.02,51821.0,67260.0,62.12,49436.0,49.04916985740264,19.6350049685408,8.510771904691682,3.557661702798727,68.17990028779487,290.6203951950403,0.100917010067614,290.7977522586765,0.1031414057952537,291.3390139550978,0.1204304731810488,0.0,4.700013813493876,0.0,0.0,2.350006906746938,0.0
JOHNSON,21,25025000.0,36627282.785383895,Johnson,0.0,0.0,3.0,25025000.0,36627282.785383895,2.0,0.0,0.0,2.0,22781.0,4.35,50784.0,25540.0,12.76,44039.0,25749.0,21.99,48143.0,20.53126316291377,66.402423512706,5.566449731432593,2.766479640664476,313.7360021683773,288.0448307606917,0.1044834588323695,288.2217072606581,0.1029062875079696,288.8206535080325,0.1167378205847827,0.0,1607.7996042923444,0.0,0.0,803.8998021461722,0.0
LAFAYETTE,71,40050000.0,72878745.31693673,Lafayette,40050000.0,72878745.31693673,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8559.0,36.72,45182.0,7645.0,39.28,39609.0,6308.0,38.08,41312.0,24.854688728896956,48.55752064672103,3.9434721989302433,3.38346510126792,77.36848414119059,291.41852817510136,0.1074597430769289,291.63740147980667,0.0999435045403103,292.18117821089584,0.1181076975552211,8514.866843899606,0.0,0.0,2128.7167109749016,,
LAWRENCE,17,1323000.0,2257947.777186389,Lawrence,1101000.0,1932995.4040236957,2.0,222000.0,324952.37316269334,2.0,0.0,0.0,0.0,17774.0,0.0,49381.0,17415.0,2.66,43601.0,16216.0,7.23,49662.0,64.06426970342315,22.48277997583433,5.0441109640989765,1.0811994147883068,94.96637852462224,288.9273408879907,0.0931874636007892,289.04217343203,0.0950549351801174,289.54843991707224,0.1129750124182225,108.75410172294902,18.282456012304117,0.0,54.37705086147451,9.141228006152058,
LEE,49,1000.0,1914.619257394588,Lee,1000.0,1914.619257394588,1.0,0.0,0.0,2.0,0.0,0.0,2.0,12580.0,55.68,37319.0,10424.0,57.97,43898.0,8600.0,59.71,34141.0,71.95097117178852,4.201127792928824,3.227551390752354,2.986236466881482,61.96893162624691,290.26605983090184,0.1041725696499916,290.41018218942185,0.100665619424136,290.97424651386154,0.1184670274251181,0.15219548945902925,0.0,0.0,0.15219548945902925,0.0,0.0
LINCOLN,64,75000.0,99143.04770429332,Lincoln,0.0,0.0,3.0,75000.0,99143.04770429332,1.0,0.0,0.0,1.0,14492.0,32.57,53872.0,14134.0,33.44,51445.0,12941.0,35.68,56963.0,47.50219742304234,22.92499636063997,3.819557594334228,1.8039295441443168,63.33132529170907,290.8237441973454,0.1068632432021723,290.9713004364507,0.1049226317155012,291.56694556397053,0.1223132143282529,0.0,6.841226035350077,0.0,0.0,6.841226035350077,0.0
LITTLE RIVER,59,40050000.0,72878745.31693673,Little River,40050000.0,72878745.31693673,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13628.0,24.49,53526.0,13171.0,24.47,48104.0,12026.0,27.54,59914.0,30.88816039450511,32.86268830192768,4.297105470955975,5.166492109357809,98.3041058116338,290.9147577008789,0.1053998722997979,291.1470081826148,0.101749511091423,291.65551001539075,0.1243828084880724,5347.721258947515,0.0,0.0,1069.544251789503,,
LOGAN,30,10200000.0,14901411.320509054,Logan,0.0,0.0,2.0,10200000.0,14901411.320509054,2.0,0.0,0.0,1.0,22486.0,2.85,51574.0,22353.0,6.75,54057.0,21131.0,10.91,54122.0,29.41642133912154,56.67803379129997,4.910870250319841,2.6636233619807035,210.53516824394265,289.30160609769433,0.1007969335256771,289.522911326894,0.0963912557824521,290.093367327408,0.1127474667009258,0.0,662.6972925602176,0.0,0.0,331.3486462801088,0.0
LONOKE,45,200000.0,263917.03390124574,Lonoke,0.0,0.0,5.0,200000.0,263917.03390124574,1.0,0.0,0.0,1.0,52828.0,7.9,73354.0,68356.0,10.24,73068.0,74015.0,16.74,72532.0,64.69983520391457,8.608157344575519,7.060833973148144,3.691123424307664,70.56748329200785,290.22016829225635,0.0979960733944398,290.3884563583532,0.1017764842997606,290.9066285237083,0.1186863660359437,0.0,4.995779395419961,0.0,0.0,4.995779395419961,0.0
MADISON,11,16200000.0,23775610.963774126,Madison,200000.0,355620.1052016365,5.0,16000000.0,23419990.85857249,2.0,0.0,0.0,2.0,14243.0,4.42,50757.0,15717.0,6.4,52547.0,16521.0,13.59,50713.0,25.376093811757748,67.0268231699489,4.670277394212183,0.0651024181079397,508.27779487936414,287.37815867736265,0.0946759432582596,287.576689911063,0.090255047563811,288.1198764346334,0.1080694161121698,24.968061869103174,1644.315864535034,0.0,4.993612373820635,822.157932267517,0.0
MARION,4,50025000.0,73221018.50190341,Marion,0.0,0.0,2.0,50025000.0,73221018.50190341,2.0,0.0,0.0,0.0,16140.0,1.12,48650.0,16653.0,3.04,49102.0,16826.0,7.47,47018.0,19.073204706101336,64.71712614998417,5.204809045669457,7.316880251294236,267.41215897253863,288.1420080907251,0.0837887158383853,288.31223264177845,0.0856749673558171,288.8650280420934,0.0969440398379795,0.0,4536.618246710249,0.0,0.0,2268.3091233551245,
MILLER,70,40070000.0,72918358.98881173,Miller,40070000.0,72918358.98881173,6.0,0.0,0.0,0.0,0.0,0.0,0.0,40443.0,24.27,56318.0,43462.0,28.37,58024.0,42600.0,34.19,55540.0,37.99702628893896,28.828093966315212,7.587246087409122,2.264992827927487,80.38960820078962,291.3158572231608,0.1058501598141919,291.5817365047962,0.0982100144194668,292.08501482232947,0.1175483423013984,1802.9908510449702,0.0,0.0,300.4984751741617,,
MISSISSIPPI,28,21000.0,37665.65270742316,Mississippi,21000.0,37665.65270742316,3.0,0.0,0.0,1.0,0.0,0.0,1.0,51979.0,35.2,50000.0,46480.0,38.35,48091.0,40685.0,42.96,52597.0,83.38400458871683,0.0224293176884115,6.550970139233487,2.370981877483412,71.88526311596867,289.3155869613324,0.0974517653316015,289.4762698861926,0.0979405770440048,289.99091646416736,0.1117439845911144,0.7246321150353636,0.0,0.0,0.2415440383451212,0.0,0.0
MONROE,47,0.0,0.0,Monroe,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10254.0,39.6,41181.0,8149.0,43.75,43135.0,6799.0,47.52,47032.0,54.50981624429668,1.3645331496615918,3.4450205388605517,2.574432681015236,55.73362383103737,290.4047742518928,0.1013875734826243,290.56161294747045,0.1010051265522067,291.1283891686137,0.1182918922443411,0.0,0.0,0.0,0.0,,
MONTGOMERY,41,450000.0,594161.6462604553,Montgomery,0.0,0.0,3.0,450000.0,594161.6462604553,2.0,0.0,0.0,2.0,9245.0,0.0,51714.0,9487.0,5.58,51399.0,8484.0,10.69,50369.0,10.130610577099256,79.77411026889546,4.364638680529635,2.3462012727979857,279.67347929178663,289.4909480575917,0.0990742321900565,289.6149603128943,0.1016237534103109,290.26409958531514,0.1123454063364712,0.0,64.26843118014659,0.0,0.0,32.134215590073296,0.0
NEVADA,61,40060000.0,72898552.15287423,Nevada,40060000.0,72898552.15287423,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9955.0,30.83,49059.0,8997.0,34.06,55243.0,8310.0,37.21,48878.0,11.398625331646354,56.52542660300639,4.18522110637971,0.343704089290486,91.05886930728876,291.0712696916554,0.1090703962088007,291.22249202523653,0.10521493641394,291.8176752680852,0.123672311554641,7322.8078506151915,0.0,0.0,1220.467975102532,,
NEWTON,12,75000.0,106734.5402974142,Newton,0.0,0.0,2.0,75000.0,106734.5402974142,2.0,0.0,0.0,4.0,8608.0,1.86,45045.0,8330.0,3.95,39503.0,7225.0,7.42,48383.0,8.739837382016663,84.92160888007554,4.307160136070123,0.0845152593545577,485.9691569539817,287.2377766782724,0.0959436946206137,287.41640252570375,0.096108403543057,287.9717873074802,0.1088989999025003,0.0,12.399458677673584,0.0,0.0,6.199729338836792,0.0
OUACHITA,66,0.0,0.0,Ouachita,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,28790.0,38.55,53388.0,26120.0,43.02,44999.0,22650.0,46.16,46838.0,2.3650784820440607,50.40439564451048,6.115692638436288,1.2565501358592568,59.77636381720568,291.2520869242377,0.1075482655340136,291.38106760170086,0.1061993782685624,291.97795447813,0.1237556657995184,0.0,0.0,0.0,0.0,,0.0
PERRY,39,10200000.0,14901411.320509054,Perry,0.0,0.0,4.0,10200000.0,14901411.320509054,2.0,0.0,0.0,0.0,10209.0,0.0,56558.0,10445.0,4.84,62815.0,10019.0,8.52,54971.0,14.199088595531222,67.63565856968819,4.744699375596106,1.8531208713206688,184.3929560289525,289.6858352663901,0.0973426461330809,289.85460826156395,0.0984658438519475,290.443824177525,0.1097120878841488,0.0,1459.634765452939,0.0,0.0,729.8173827264695,
PHILLIPS,58,1000.0,1914.619257394588,Phillips,1000.0,1914.619257394588,1.0,0.0,0.0,2.0,0.0,0.0,2.0,26445.0,59.64,40451.0,21757.0,64.99,39388.0,16568.0,66.1,41264.0,71.69326596574919,3.187363801607009,4.018963652999518,4.685689603188849,54.47756764383365,290.5351684908897,0.1078872854525433,290.66437256759093,0.1027097494876688,291.275167447823,0.1183036595604765,0.07240004754753594,0.0,0.0,0.07240004754753594,0.0,0.0
PIKE,52,300000.0,396107.76417363685,Pike,0.0,0.0,4.0,300000.0,396107.76417363685,2.0,0.0,0.0,0.0,11303.0,5.75,50393.0,11291.0,9.99,47226.0,10171.0,14.65,52594.0,11.1458133474343,63.45515932471098,5.602829601344996,1.9493686195842248,180.87570265824448,290.1159643835586,0.1063883050924661,290.23179633360786,0.1089848975366396,290.87239421082944,0.1247273547169361,0.0,35.044480595738904,0.0,0.0,17.522240297869452,
POINSETT,27,764000.0,1293371.6979910778,Poinsett,600000.0,1053316.7916907098,1.0,164000.0,240054.90630036805,1.0,0.0,0.0,2.0,25614.0,8.02,48324.0,24583.0,10.15,46450.0,22965.0,15.56,49800.0,78.72073415569439,3.754342059359671,4.971482577966193,1.5098032785153772,71.85870450784725,289.5111768308197,0.0970358177830389,289.6770209359636,0.0969490905949871,290.1441777588144,0.1135384313514992,41.122698199840315,9.372019454219101,0.0,41.122698199840315,9.372019454219101,0.0
