Date,Year,Month,Tmin,Tmean,Tmax
1983-06,1983,6,65.9,76.2,86.5
1983-07,1983,7,73.4,83.7,94
1983-08,1983,8,72.7,84.5,96.3
1983-09,1983,9,61.7,74.1,86.6
1983-10,1983,10,51.9,63.3,74.8
1983-11,1983,11,40.7,50.7,60.7
1983-12,1983,12,21.4,28.5,35.6
1984-01,1984,1,21.7,30.4,39.2
1984-02,1984,2,33.2,43.8,54.4
1984-03,1984,3,36.5,46,55.4
1984-04,1984,4,47.9,57.4,66.9
1984-05,1984,5,56.4,66.7,77
1984-06,1984,6,69.1,80.1,91.1
1984-07,1984,7,70,80.6,91.2
1984-08,1984,8,68.8,78.7,88.6
1984-09,1984,9,60.1,70.5,80.9
1984-10,1984,10,55.1,64.2,73.3
1984-11,1984,11,36.8,47.6,58.5
1984-12,1984,12,38.7,47.7,56.7
1985-01,1985,1,20.7,29,37.2
1985-02,1985,2,26.5,34.9,43.3
1985-03,1985,3,43,53.1,63.2
1985-04,1985,4,52.2,62.4,72.7
1985-05,1985,5,60.1,69.8,79.5
1985-06,1985,6,67.3,77.3,87.3
1985-07,1985,7,71.2,81.6,92.1
1985-08,1985,8,69.6,79.2,88.8
1985-09,1985,9,60.7,72,83.2
1985-10,1985,10,54.2,64.5,74.8
1985-11,1985,11,44.8,53.6,62.3
1985-12,1985,12,25.2,34.9,44.5
1986-01,1986,1,26.6,38.6,50.6
1986-02,1986,2,34.7,44.2,53.7
1986-03,1986,3,39.8,51.9,64
1986-04,1986,4,51.7,62.6,73.5
1986-05,1986,5,61.4,70.5,79.5
1986-06,1986,6,70.5,79.8,89.1
1986-07,1986,7,74.7,85.4,96
1986-08,1986,8,67.6,78.1,88.6
1986-09,1986,9,66.3,76.7,87.2
1986-10,1986,10,51.7,62.2,72.8
1986-11,1986,11,39.6,47.2,54.7
1986-12,1986,12,31.7,39.6,47.5
1987-01,1987,1,27.9,36.2,44.5
1987-02,1987,2,34.9,43.2,51.4
1987-03,1987,3,41.1,52.1,63.2
1987-04,1987,4,47.8,59.9,71.9
1987-05,1987,5,64.3,75.1,86
1987-06,1987,6,69.5,79.5,89.5
1987-07,1987,7,71.6,80.9,90.2
1987-08,1987,8,72.1,82.4,92.7
1987-09,1987,9,61.4,73.8,86.2
1987-10,1987,10,43.5,56.8,70.1
1987-11,1987,11,42.4,52.2,62.1
1987-12,1987,12,34.4,42.6,50.8
1988-01,1988,1,23.9,32.2,40.5
1988-02,1988,2,27.9,38.1,48.3
1988-03,1988,3,38.4,49.1,59.7
1988-04,1988,4,48.5,60.2,72
1988-05,1988,5,57.4,70.2,83.1
1988-06,1988,6,66.3,79.2,92.1
1988-07,1988,7,71.8,80.3,88.8
1988-08,1988,8,72,81.7,91.4
1988-09,1988,9,63.2,73.2,83.2
1988-10,1988,10,46,57.4,68.8
1988-11,1988,11,39.9,50.6,61.3
1988-12,1988,12,30.8,41.1,51.5
1989-01,1989,1,34,43.4,52.8
1989-02,1989,2,27.6,35.3,43
1989-03,1989,3,39.3,49.3,59.2
1989-04,1989,4,49.3,60.2,71.1
1989-05,1989,5,57.8,68.1,78.4
1989-06,1989,6,67,76,85
1989-07,1989,7,70.9,79.5,88.1
1989-08,1989,8,68.4,79.2,90.1
1989-09,1989,9,61,70.8,80.6
1989-10,1989,10,49.4,62.2,75.1
1989-11,1989,11,40.3,52,63.8
1989-12,1989,12,20.4,31.2,42
1990-01,1990,1,36.1,44.9,53.7
1990-02,1990,2,38.5,48.4,58.4
1990-03,1990,3,43.6,52.7,61.8
1990-04,1990,4,48.4,59.2,69.9
1990-05,1990,5,57.3,66.6,75.8
1990-06,1990,6,69.3,79.6,89.9
1990-07,1990,7,71.6,82.2,92.8
1990-08,1990,8,68.4,79.5,90.7
1990-09,1990,9,64.6,76.1,87.6
1990-10,1990,10,46.6,59.7,72.7
1990-11,1990,11,43.3,55.1,66.8
1990-12,1990,12,31.8,42.1,52.4
1991-01,1991,1,29.7,35.9,42.1
1991-02,1991,2,34.3,45.1,55.9
1991-03,1991,3,43,53.6,64.3
1991-04,1991,4,53,62.4,71.8
1991-05,1991,5,64.8,73.3,81.8
1991-06,1991,6,70.5,79.7,88.9
1991-07,1991,7,72.3,82.7,93.1
1991-08,1991,8,68.4,79.5,90.6
1991-09,1991,9,62.5,72.8,83.1
1991-10,1991,10,51.2,63.5,75.9
1991-11,1991,11,37.6,46.3,55
1991-12,1991,12,36.5,44.3,52.2
1992-01,1992,1,31.6,39.1,46.7
1992-02,1992,2,37.4,47.4,57.3
1992-03,1992,3,40.7,51.5,62.3
1992-04,1992,4,49,60.5,72
1992-05,1992,5,57.1,68.3,79.6
1992-06,1992,6,65.8,75.3,84.9
1992-07,1992,7,72.1,80.5,89
1992-08,1992,8,65.4,74.7,84
1992-09,1992,9,60.9,71.2,81.5
1992-10,1992,10,48.8,61.4,73.9
1992-11,1992,11,40.3,48.6,56.9
1992-12,1992,12,32.6,39.9,47.1
1993-01,1993,1,30.3,38.5,46.6
1993-02,1993,2,29.6,39.1,48.6
1993-03,1993,3,38.3,47.3,56.3
1993-04,1993,4,47,56.5,66.1
1993-05,1993,5,58.4,68,77.6
1993-06,1993,6,68.5,78.2,88
1993-07,1993,7,75.1,85.1,95.1
1993-08,1993,8,70.9,81.5,92.1
1993-09,1993,9,59.8,70.7,81.6
1993-10,1993,10,48.5,59.7,70.8
1993-11,1993,11,36.7,46,55.2
1993-12,1993,12,33.1,41.1,49.1
1994-01,1994,1,25.5,32.8,40.1
1994-02,1994,2,31.5,41.3,51.1
1994-03,1994,3,39.4,50.5,61.6
1994-04,1994,4,50.3,62.4,74.4
1994-05,1994,5,56,67.2,78.3
1994-06,1994,6,70.4,80.3,90.2
1994-07,1994,7,70.6,79.3,87.9
1994-08,1994,8,65.1,76.8,88.4
1994-09,1994,9,58.5,70.5,82.5
1994-10,1994,10,52.2,62.9,73.7
1994-11,1994,11,45.9,54.8,63.8
1994-12,1994,12,36.4,43.9,51.5
1995-01,1995,1,31.5,39.5,47.4
1995-02,1995,2,31.9,42.1,52.3
1995-03,1995,3,41.9,53.2,64.6
1995-04,1995,4,49,60.7,72.3
1995-05,1995,5,59.8,69.4,79.1
1995-06,1995,6,66.5,77,87.5
1995-07,1995,7,71.3,80.4,89.4
1995-08,1995,8,72.5,82.8,93.2
1995-09,1995,9,58.9,70,81.1
1995-10,1995,10,49.2,62.4,75.7
1995-11,1995,11,35.4,45.9,56.4
1995-12,1995,12,30.7,38.6,46.4
1996-01,1996,1,27.6,36.9,46.3
1996-02,1996,2,30.4,41.9,53.3
1996-03,1996,3,33.7,44.8,55.8
1996-04,1996,4,45.8,57.1,68.5
1996-05,1996,5,63.6,72.6,81.6
1996-06,1996,6,68.8,78.6,88.5
1996-07,1996,7,71.7,80.8,89.9
1996-08,1996,8,69.4,79.3,89.3
1996-09,1996,9,61.1,71.2,81.2
1996-10,1996,10,50.2,61.4,72.5
1996-11,1996,11,37.1,44.5,52
1996-12,1996,12,34.1,42.7,51.2
1997-01,1997,1,27.2,35.2,43.2
1997-02,1997,2,36.4,44.1,51.8
1997-03,1997,3,42.3,53.1,63.9
1997-04,1997,4,45.4,55.3,65.2
1997-05,1997,5,55.4,66.7,78
1997-06,1997,6,67,75.5,84
1997-07,1997,7,73.2,83.1,93
1997-08,1997,8,69,78.6,88.3
1997-09,1997,9,61.9,72.7,83.5
1997-10,1997,10,49.6,60.6,71.6
1997-11,1997,11,38.1,46.1,54.2
1997-12,1997,12,32.8,40.2,47.7
1998-01,1998,1,35.2,42.2,49.3
1998-02,1998,2,37.2,45.5,53.8
1998-03,1998,3,39.8,48.1,56.4
1998-04,1998,4,49.5,59.6,69.8
1998-05,1998,5,64.1,74.2,84.2
1998-06,1998,6,72.3,81.8,91.4
1998-07,1998,7,75.3,83.6,91.9
1998-08,1998,8,70.8,79.9,89
1998-09,1998,9,67,78.2,89.4
1998-10,1998,10,52.4,64.4,76.4
1998-11,1998,11,42.8,52.6,62.4
1998-12,1998,12,34,42.4,50.7
1999-01,1999,1,31.2,39.3,47.4
1999-02,1999,2,37.5,47.5,57.5
1999-03,1999,3,37,46.3,55.6
1999-04,1999,4,53.6,62.8,72
1999-05,1999,5,58.4,69.4,80.4
1999-06,1999,6,68.8,78.3,87.9
1999-07,1999,7,73.3,83.1,93
1999-08,1999,8,68.8,80.8,92.7
1999-09,1999,9,58.9,72.9,86.8
1999-10,1999,10,47.9,61.6,75.3
1999-11,1999,11,42.8,54.9,67
1999-12,1999,12,32.2,41.7,51.1
2000-01,2000,1,30.4,38.6,46.9
2000-02,2000,2,35.3,45.7,56
2000-03,2000,3,42.5,52.5,62.5
2000-04,2000,4,47.9,58.5,69.2
2000-05,2000,5,61.7,70.8,80
2000-06,2000,6,67.6,77.1,86.7
2000-07,2000,7,70.9,80.3,89.6
2000-08,2000,8,71.5,82.7,94
2000-09,2000,9,61.3,73.4,85.5
2000-10,2000,10,51,63.6,76.3
2000-11,2000,11,38,46.2,54.4
2000-12,2000,12,21.3,29,36.7
2001-01,2001,1,26.5,34.4,42.4
2001-02,2001,2,34.1,43.3,52.4
2001-03,2001,3,36.5,45.7,55
2001-04,2001,4,54,64.6,75.2
2001-05,2001,5,59,70.4,81.8
2001-06,2001,6,65.4,75.9,86.4
2001-07,2001,7,72.9,81.8,90.8
2001-08,2001,8,70.7,81,91.3
2001-09,2001,9,60.2,71.9,83.6
2001-10,2001,10,46.3,59.5,72.8
2001-11,2001,11,42.7,54.4,66.1
2001-12,2001,12,36,44.4,52.9
2002-01,2002,1,31.6,40.7,49.8
2002-02,2002,2,31.8,41.7,51.7
2002-03,2002,3,36.4,46.3,56.2
2002-04,2002,4,52.3,63.1,73.8
2002-05,2002,5,57,67,76.9
2002-06,2002,6,68.4,79.4,90.3
2002-07,2002,7,73.1,82.2,91.3
2002-08,2002,8,70.9,80.3,89.8
2002-09,2002,9,65.7,75.5,85.2
2002-10,2002,10,51.7,60.1,68.5
2002-11,2002,11,37.5,47.8,58.2
2002-12,2002,12,33.1,40.7,48.4
2003-01,2003,1,24.5,33.2,41.9
2003-02,2003,2,29.5,36.8,44.1
2003-03,2003,3,39.1,49.4,59.6
2003-04,2003,4,49.9,60.9,72
2003-05,2003,5,59.7,69,78.3
2003-06,2003,6,63.9,73.2,82.6
2003-07,2003,7,71,79.7,88.4
2003-08,2003,8,70.9,79.9,89
2003-09,2003,9,59.1,69.5,79.9
2003-10,2003,10,50.2,61.5,72.8
2003-11,2003,11,43.5,53.1,62.8
2003-12,2003,12,31.4,40.4,49.3
2004-01,2004,1,29.1,37.7,46.4
2004-02,2004,2,28.8,38.2,47.5
2004-03,2004,3,42.8,53.4,64.1
2004-04,2004,4,49.1,59.5,69.8
2004-05,2004,5,62.7,71.6,80.5
2004-06,2004,6,67.9,77.3,86.7
2004-07,2004,7,70.3,78.2,86.1
2004-08,2004,8,65.3,74.7,84.1
2004-09,2004,9,60.9,72.9,85
2004-10,2004,10,55,65,75
2004-11,2004,11,45.5,53.1,60.8
2004-12,2004,12,28.1,37.9,47.7
2005-01,2005,1,35.3,42.3,49.2
2005-02,2005,2,36.8,45,53.2
2005-03,2005,3,37.3,48.1,58.9
2005-04,2005,4,49.7,60,70.2
2005-05,2005,5,55.9,68,80.1
2005-06,2005,6,68,79.6,91.2
2005-07,2005,7,71.6,80.8,90
2005-08,2005,8,72.6,83,93.3
2005-09,2005,9,64.9,76.1,87.4
2005-10,2005,10,48.9,61.5,74.2
2005-11,2005,11,40.5,52.7,64.9
2005-12,2005,12,28,37.2,46.5
2006-01,2006,1,35.9,45.5,55.1
2006-02,2006,2,28.2,37.6,46.9
2006-03,2006,3,41,51.5,61.9
2006-04,2006,4,54.8,66.3,77.7
2006-05,2006,5,60.5,70.4,80.4
2006-06,2006,6,67.9,78.8,89.8
2006-07,2006,7,71,80.9,90.9
2006-08,2006,8,71.7,80.9,90.1
2006-09,2006,9,58.5,69.7,80.9
2006-10,2006,10,48.2,59.1,70.1
2006-11,2006,11,39.2,49.3,59.4
2006-12,2006,12,34.8,43.9,52.9
2007-01,2007,1,30.8,38.7,46.6
2007-02,2007,2,27.8,36.8,45.9
2007-03,2007,3,46.6,58.3,69.9
2007-04,2007,4,47.2,57.1,67.1
2007-05,2007,5,62.3,72.9,83.4
2007-06,2007,6,69,79.2,89.4
2007-07,2007,7,70.1,78.9,87.7
2007-08,2007,8,74,85.3,96.6
2007-09,2007,9,65.2,75.7,86.1
2007-10,2007,10,53.9,64.2,74.6
2007-11,2007,11,41,51,61
2007-12,2007,12,33.3,41.4,49.4
2008-01,2008,1,27.3,36.5,45.6
2008-02,2008,2,31.3,39.9,48.4
2008-03,2008,3,38.9,48.7,58.6
2008-04,2008,4,47,56.9,66.8
2008-05,2008,5,57.7,68,78.4
2008-06,2008,6,69.6,80.5,91.4
2008-07,2008,7,71.5,81.8,92
2008-08,2008,8,68.9,78.4,87.8
2008-09,2008,9,63,72.2,81.5
2008-10,2008,10,48,60.5,72.9
2008-11,2008,11,36.3,47.3,58.4
2008-12,2008,12,29.2,39,48.9
2009-01,2009,1,26.5,35.3,44.1
2009-02,2009,2,34.4,44.3,54.2
2009-03,2009,3,41.8,51,60.2
2009-04,2009,4,48.7,59.1,69.4
2009-05,2009,5,59.8,68.3,76.7
2009-06,2009,6,70.8,80.6,90.5
2009-07,2009,7,69.3,77.6,86
2009-08,2009,8,67.5,76.7,85.8
2009-09,2009,9,64.7,72.6,80.4
2009-10,2009,10,48.6,57.2,65.8
2009-11,2009,11,42.8,53.3,63.9
2009-12,2009,12,28.9,36.5,44.1
2010-01,2010,1,26,33.9,41.9
2010-02,2010,2,26.2,33.9,41.6
2010-03,2010,3,40.3,50,59.7
2010-04,2010,4,52.8,64,75.1
2010-05,2010,5,63,72.3,81.6
2010-06,2010,6,74,83.9,93.8
2010-07,2010,7,74.3,82.9,91.4
2010-08,2010,8,73.9,84.2,94.5
2010-09,2010,9,62.9,75,87.1
2010-10,2010,10,48.8,63.5,78.3
2010-11,2010,11,39.6,51.2,62.8
2010-12,2010,12,27.8,35.8,43.8
2011-01,2011,1,27.2,35.2,43.3
2011-02,2011,2,33,41.6,50.2
2011-03,2011,3,41.5,50.1,58.8
2011-04,2011,4,52.9,62.9,73
2011-05,2011,5,58.8,67.4,76.1
2011-06,2011,6,72.8,83.6,94.5
2011-07,2011,7,75.3,85,94.6
2011-08,2011,8,72.2,82.1,92
2011-09,2011,9,59.3,70.9,82.5
2011-10,2011,10,47.7,60.6,73.4
2011-11,2011,11,43.7,52.6,61.5
2011-12,2011,12,33.1,42,50.8
2012-01,2012,1,33.3,42.9,52.5
2012-02,2012,2,36.3,45.2,54
2012-03,2012,3,50.6,62,73.3
2012-04,2012,4,52.9,64.3,75.8
2012-05,2012,5,63.9,74.9,85.9
2012-06,2012,6,66.7,78.1,89.5
2012-07,2012,7,75.5,85.5,95.5
2012-08,2012,8,68.9,80.1,91.2
2012-09,2012,9,63.1,73.4,83.7
2012-10,2012,10,48.8,59.6,70.3
2012-11,2012,11,36.3,48.2,60.1
2012-12,2012,12,36.6,45.5,54.5
2013-01,2013,1,32.3,40.4,48.5
2013-02,2013,2,32.7,41.1,49.5
2013-03,2013,3,34.6,43.8,53
2013-04,2013,4,46.4,57.2,68.1
2013-05,2013,5,58.5,68,77.6
2013-06,2013,6,69.4,79.7,90.1
2013-07,2013,7,69.3,79.1,88.9
2013-08,2013,8,70.2,79.2,88.2
2013-09,2013,9,65.2,76.8,88.4
2013-10,2013,10,51.3,61.9,72.4
2013-11,2013,11,36.1,46.2,56.4
2013-12,2013,12,29.7,38.2,46.8
2014-01,2014,1,21.8,32.4,43.1
2014-02,2014,2,24.1,34.3,44.4
2014-03,2014,3,32.3,43.2,54.1
2014-04,2014,4,49.2,59.6,70
2014-05,2014,5,60.8,69.6,78.4
2014-06,2014,6,69.9,78,86.1
2014-07,2014,7,67.2,75.9,84.6
2014-08,2014,8,70.3,80.2,90.1
2014-09,2014,9,62.3,72.9,83.5
2014-10,2014,10,52.6,63.7,74.8
2014-11,2014,11,33.6,43.2,52.7
2014-12,2014,12,36.6,42.8,48.9
2015-01,2015,1,27.5,36.3,45.1
2015-02,2015,2,23.3,31.6,39.9
2015-03,2015,3,37,45.7,54.3
2015-04,2015,4,50.8,61.1,71.4
2015-05,2015,5,59.7,69,78.4
2015-06,2015,6,70.4,79.4,88.5
2015-07,2015,7,74.2,82.3,90.4
2015-08,2015,8,66.7,76.2,85.6
2015-09,2015,9,62.3,73.4,84.4
2015-10,2015,10,50.3,62,73.6
2015-11,2015,11,44.3,52.9,61.6
2015-12,2015,12,39.8,49,58.1
2016-01,2016,1,28.3,36.5,44.8
2016-02,2016,2,33.6,43.2,52.9
2016-03,2016,3,43.5,53.6,63.7
2016-04,2016,4,51.8,62.1,72.5
2016-05,2016,5,59,68.3,77.6
2016-06,2016,6,72,80.9,89.8
2016-07,2016,7,74.7,83,91.4
2016-08,2016,8,73.1,80.7,88.3
2016-09,2016,9,65.2,76.8,88.4
2016-10,2016,10,55.7,67.7,79.8
2016-11,2016,11,43.5,55.1,66.8
2016-12,2016,12,31.4,40.2,49
2017-01,2017,1,35.2,42.9,50.5
2017-02,2017,2,39.4,49.8,60.2
2017-03,2017,3,43.2,53.1,62.9
2017-04,2017,4,53.5,63.8,74.2
2017-05,2017,5,58.7,68.7,78.8
2017-06,2017,6,68.2,77.9,87.5
2017-07,2017,7,72.9,81.7,90.4
2017-08,2017,8,68.7,76.9,85
2017-09,2017,9,63,73.6,84.2
2017-10,2017,10,51.4,63.9,76.3
2017-11,2017,11,40.3,50.9,61.5
2017-12,2017,12,31.8,40.5,49.3
2018-01,2018,1,24.7,33.1,41.5
2018-02,2018,2,34.2,43.5,52.7
2018-03,2018,3,41.4,51.2,61.1
2018-04,2018,4,42.8,53.5,64.1
2018-05,2018,5,66.3,76.5,86.7
2018-06,2018,6,71.4,81.5,91.6
2018-07,2018,7,73.1,82.3,91.5
2018-08,2018,8,69.6,78.6,87.6
2018-09,2018,9,66.4,75.2,84.1
2018-10,2018,10,52.1,62.6,73
2018-11,2018,11,35.3,44.4,53.4
2018-12,2018,12,35.3,42.7,50.2
2019-01,2019,1,32.2,39.3,46.3
2019-02,2019,2,34.4,43.5,52.5
2019-03,2019,3,37.7,47,56.4
2019-04,2019,4,50.8,60.4,70
2019-05,2019,5,62.8,71.8,80.8
2019-06,2019,6,68.4,77.2,86.1
2019-07,2019,7,72.7,80.8,89
2019-08,2019,8,70.8,79.6,88.4
2019-09,2019,9,68.5,79.8,91.1
2019-10,2019,10,51.3,62.1,72.8
2019-11,2019,11,34.4,44.4,54.5
2019-12,2019,12,36.4,44.9,53.4
2020-01,2020,1,35.1,42.4,49.8
2020-02,2020,2,34.7,42.4,50
2020-03,2020,3,45.6,54.1,62.5
2020-04,2020,4,47.3,57.5,67.7
2020-05,2020,5,57.9,67.1,76.2
2020-06,2020,6,67.5,77,86.6
2020-07,2020,7,74.2,83.1,92.1
2020-08,2020,8,68.9,78.4,87.9
2020-09,2020,9,63.3,71.9,80.6
2020-10,2020,10,48.7,59.1,69.5
2020-11,2020,11,42.9,53.8,64.8
2020-12,2020,12,32.1,41.2,50.2
2021-01,2021,1,32.3,39.3,46.3
2021-02,2021,2,23.4,31.2,39
2021-03,2021,3,43.5,53.6,63.7
2021-04,2021,4,47.6,58.1,68.6
2021-05,2021,5,57.6,67.6,77.5
2021-06,2021,6,69.3,78.7,88.1
2021-07,2021,7,71.6,80.7,89.9
2021-08,2021,8,71.2,80.6,90.1
2021-09,2021,9,62.5,74.4,86.2
2021-10,2021,10,56.3,66.7,77.1
2021-11,2021,11,36.7,47.7,58.7
2021-12,2021,12,41.7,51.3,60.9
2022-01,2022,1,25.8,35.8,45.8
2022-02,2022,2,28.9,39.3,49.8
2022-03,2022,3,39.6,51,62.3
2022-04,2022,4,48.8,58.4,68.1
2022-05,2022,5,61.4,71,80.5
2022-06,2022,6,69,80,91.1
2022-07,2022,7,75,84.1,93.2
2022-08,2022,8,70.5,78.9,87.3
2022-09,2022,9,62.8,74.2,85.7
2022-10,2022,10,48.3,61.2,74.2
2022-11,2022,11,39.1,48.9,58.7
2022-12,2022,12,32.3,40.2,48
2023-01,2023,1,38.4,45.9,53.5
2023-02,2023,2,38.3,47,55.7
2023-03,2023,3,39.8,49.7,59.7
2023-04,2023,4,50.4,60.6,70.8
2023-05,2023,5,61.3,71.4,81.6
2023-06,2023,6,68,78,88
2023-07,2023,7,72.5,81,89.5
2023-08,2023,8,70.2,80,89.8
2023-09,2023,9,63.3,75,86.7
2023-10,2023,10,53.1,65,76.8
2023-11,2023,11,40.8,51.2,61.6
2023-12,2023,12,36.2,45.4,54.6
2024-01,2024,1,26.7,34,41.2
2024-02,2024,2,39.3,49.4,59.5
2024-03,2024,3,42.8,53.6,64.5
