Date,Year,Month,Tmin,Tmean,Tmax
2015-05,2015,5,56.7,67.4,78.1
2015-06,2015,6,66.8,76.6,86.4
2015-07,2015,7,71,80.7,90.3
2015-08,2015,8,63.8,75.9,87.9
2015-09,2015,9,59.9,72.8,85.7
2015-10,2015,10,49.2,61.9,74.5
2015-11,2015,11,40.9,51.8,62.8
2015-12,2015,12,36.9,47.9,58.9
2016-01,2016,1,25.5,36.3,47
2016-02,2016,2,30.6,43.4,56.1
2016-03,2016,3,39.6,52.1,64.6
2016-04,2016,4,48.4,60.2,72
2016-05,2016,5,53.8,65.1,76.4
2016-06,2016,6,66.4,77.6,88.8
2016-07,2016,7,69.5,80.5,91.5
2016-08,2016,8,70.3,78.8,87.3
2016-09,2016,9,61.4,73.8,86.2
2016-10,2016,10,52.7,65.3,77.9
2016-11,2016,11,39.8,53.1,66.4
2016-12,2016,12,28.7,39.5,50.2
2017-01,2017,1,31.1,41.2,51.3
2017-02,2017,2,35.3,48.8,62.4
2017-03,2017,3,40.5,52.4,64.4
2017-04,2017,4,50,61.6,73.2
2017-05,2017,5,53,65.4,77.7
2017-06,2017,6,63.2,73.6,84.1
2017-07,2017,7,68.9,79.5,90
2017-08,2017,8,66.1,75.4,84.7
2017-09,2017,9,58.3,71.5,84.7
2017-10,2017,10,47.4,61,74.6
2017-11,2017,11,38.3,51.1,63.9
2017-12,2017,12,28.5,39.5,50.6
2018-01,2018,1,20.5,32.2,43.9
2018-02,2018,2,30.2,41.6,53
2018-03,2018,3,37,50.4,63.9
2018-04,2018,4,38.1,52,65.9
2018-05,2018,5,60.8,72.6,84.5
2018-06,2018,6,67,78.5,89.9
2018-07,2018,7,68.8,80.9,93
2018-08,2018,8,66.7,77.1,87.6
2018-09,2018,9,65,73.7,82.4
2018-10,2018,10,49.9,60.3,70.6
2018-11,2018,11,32.3,43.4,54.5
2018-12,2018,12,32.6,42.1,51.7
2019-01,2019,1,28.1,37.8,47.5
2019-02,2019,2,31.9,42.7,53.5
2019-03,2019,3,34.2,45.8,57.3
2019-04,2019,4,44.9,58,71
2019-05,2019,5,57.5,68.3,79.2
2019-06,2019,6,63.9,74.1,84.4
2019-07,2019,7,67.6,78.3,88.9
2019-08,2019,8,69.1,79.5,90
2019-09,2019,9,66,78.1,90.1
2019-10,2019,10,47.2,59.3,71.3
2019-11,2019,11,30.9,43.8,56.7
2019-12,2019,12,31.1,43.2,55.2
2020-01,2020,1,31.6,41.2,50.8
2020-02,2020,2,30.9,41,51.2
2020-03,2020,3,42.5,53,63.6
2020-04,2020,4,42.6,55.5,68.3
2020-05,2020,5,53.2,63.9,74.6
2020-06,2020,6,63,74.3,85.6
2020-07,2020,7,70,80.5,90.9
2020-08,2020,8,65.8,77.4,89.1
2020-09,2020,9,60.5,70.6,80.6
2020-10,2020,10,45.1,57.2,69.3
2020-11,2020,11,38,51.6,65.2
2020-12,2020,12,26.9,39.9,52.9
2021-01,2021,1,27.8,38,48.3
2021-02,2021,2,21.2,31.2,41.2
2021-03,2021,3,39.8,52.6,65.3
2021-04,2021,4,41.1,54.9,68.8
2021-05,2021,5,54.3,64.5,74.8
2021-06,2021,6,64.7,74.7,84.7
2021-07,2021,7,67.2,78.2,89.1
2021-08,2021,8,68.6,79.7,90.9
2021-09,2021,9,59.2,72.6,86
2021-10,2021,10,51.6,63.4,75.2
2021-11,2021,11,32.4,46.7,60.9
2021-12,2021,12,37.3,49.9,62.4
2022-01,2022,1,22.3,35.5,48.8
2022-02,2022,2,24.6,38.5,52.4
2022-03,2022,3,33.4,48.2,63
2022-04,2022,4,43.7,56.5,69.2
2022-05,2022,5,57.5,67.9,78.4
2022-06,2022,6,63.6,76,88.5
2022-07,2022,7,70.7,84,97.3
2022-08,2022,8,67.4,78,88.5
2022-09,2022,9,57.5,71.8,86
2022-10,2022,10,42.9,59,75
2022-11,2022,11,34.9,47.7,60.5
2022-12,2022,12,30.1,39.7,49.3
2023-01,2023,1,30.8,42.6,54.4
2023-02,2023,2,32.4,44.6,56.7
2023-03,2023,3,36.6,48.7,60.8
2023-04,2023,4,44.9,57.8,70.7
2023-05,2023,5,56.4,67.9,79.5
2023-06,2023,6,63.5,75.4,87.3
2023-07,2023,7,69.3,79.9,90.5
2023-08,2023,8,69,80,91
2023-09,2023,9,59.4,72.8,86.1
2023-10,2023,10,50,62,74
2023-11,2023,11,35.6,49.4,63.1
2023-12,2023,12,31,43.2,55.3
2024-01,2024,1,23.1,33.2,43.4
2024-02,2024,2,33.7,48.4,63.1
2024-03,2024,3,38.9,52.5,66.1
