Date,Year,Month,Tmin,Tmean,Tmax
2019-01,2019,1,33.2,41.5,49.8
2019-02,2019,2,36.6,46.1,55.5
2019-03,2019,3,39.1,49.4,59.8
2019-04,2019,4,50.2,61,71.8
2019-05,2019,5,61.9,71.7,81.5
2019-06,2019,6,67.3,76.9,86.5
2019-07,2019,7,71.2,80.3,89.5
2019-08,2019,8,71.9,81.7,91.6
2019-09,2019,9,70.3,80.9,91.4
2019-10,2019,10,51.1,62.4,73.7
2019-11,2019,11,34.6,46.3,58
2019-12,2019,12,35.7,46.1,56.6
2020-01,2020,1,35.2,43.7,52.3
2020-02,2020,2,35.3,44.6,53.8
2020-03,2020,3,47.1,56.3,65.5
2020-04,2020,4,48.7,59,69.3
2020-05,2020,5,57.4,67.7,78
2020-06,2020,6,67.5,77.2,87
2020-07,2020,7,73.1,82.4,91.7
2020-08,2020,8,69.4,79.8,90.1
2020-09,2020,9,63.8,72.9,81.9
2020-10,2020,10,50.1,60.4,70.8
2020-11,2020,11,41.9,54.3,66.7
2020-12,2020,12,31.8,42.9,54
2021-01,2021,1,31.8,41,50.2
2021-02,2021,2,24.9,34.1,43.3
2021-03,2021,3,42.6,54.8,66.9
2021-04,2021,4,46.7,58.2,69.6
2021-05,2021,5,57.7,67.6,77.6
2021-06,2021,6,68.5,77.6,86.7
2021-07,2021,7,71.2,80.5,89.9
2021-08,2021,8,71.8,81.5,91.3
2021-09,2021,9,63.7,75.6,87.6
2021-10,2021,10,56,66.7,77.4
2021-11,2021,11,36.6,49.2,61.8
2021-12,2021,12,42.8,53.3,63.7
2022-01,2022,1,27.1,39.6,52
2022-02,2022,2,30.6,42.7,54.9
2022-03,2022,3,39.7,52.7,65.7
2022-04,2022,4,50,60.9,71.8
2022-05,2022,5,62.4,72.4,82.3
2022-06,2022,6,69.8,79.7,89.6
2022-07,2022,7,75.2,85.7,96.2
2022-08,2022,8,71.5,80.7,90
2022-09,2022,9,63.5,76.1,88.6
2022-10,2022,10,49.4,63.2,77
2022-11,2022,11,40,50.7,61.4
2022-12,2022,12,34.7,43.5,52.4
2023-01,2023,1,37.9,47.8,57.8
2023-02,2023,2,39.4,48.9,58.5
2023-03,2023,3,43.1,53.7,64.3
2023-04,2023,4,50.8,61.4,72.1
2023-05,2023,5,61.9,71.7,81.5
2023-06,2023,6,69.1,79.2,89.2
2023-07,2023,7,73.5,82.4,91.3
2023-08,2023,8,73.2,83.5,93.8
2023-09,2023,9,65.2,76.8,88.3
2023-10,2023,10,55.5,66,76.5
2023-11,2023,11,40.9,52.4,63.8
2023-12,2023,12,35.7,46.5,57.4
2024-01,2024,1,27.7,36.5,45.4
2024-02,2024,2,41,52.3,63.7
2024-03,2024,3,45.1,55.8,66.4
